1779,1759,AM,1
1779,1730,RT,1
1779,1767,AM,4
1779,1880,AM,1
1884,1819,AM,1
1884,1795,AM,2
1884,1767,AM,7
1884,1735,AM,3
1884,1872,AM,1
1884,1749,AM,1
1884,1877,AM,1
1884,1858,AM,1
1884,1875,AM,1
1884,1780,AM,1
1884,group,BC,3
1884,1782,AM,1
1884,1880,AM,1
1734,1819,AM,1
1734,1795,AM,1
1886,1802,AM,1
1886,1780,AM,1
1886,1795,AM,2
1886,1790,AM,1
1886,1782,AM,1
1886,group,BC,3
1886,1849,AM,1
1815,group,BC,2
1815,1876,AM,1
1815,1858,AM,1
1815,1896,RT,1
1815,1736,RT,1
1892,1830,RT,1
1797,1767,AM,1
1797,1875,AM,1
1797,1833,AM,1
1797,1740,AM,1
1797,1739,AM,1
1797,1913,AM,1
1797,1770,AM,1
1797,1804,AM,1
1797,group,BC,1
1759,1735,BC,1
1759,1858,MT,1
1759,1858,AM,3
1759,1903,AM,1
1900,1828,RT,1
1900,1830,RT,1
1900,1830,AM,1
1900,group,BC,1
1900,1823,AM,1
1900,1859,AM,1
1900,1880,AM,1
1900,1806,AM,1
1900,1773,AM,1
1900,1781,AM,1
1839,1735,AM,1
1839,1888,AM,1
1839,1767,AM,1
1839,group,BC,11
1839,1761,AM,1
1839,1858,AM,1
1888,1767,AM,1
1888,group,BC,2
1854,group,BC,4
1854,group,AM,1
1854,1767,BC,1
1801,1916,AM,1
1801,1767,AM,1
1801,1799,AM,1
1790,1824,AM,2
1790,1830,AM,3
1790,1818,AM,2
1790,1851,AM,1
1790,1760,AM,2
1790,1849,AM,1
1790,1888,AM,1
1790,1872,AM,1
1790,group,BC,2
1790,1906,AM,1
1790,1767,AM,9
1790,1877,AM,1
1790,1862,AM,1
1790,1776,AM,1
1790,1835,AM,1
1790,1773,AM,1
1790,1858,AM,1
1790,1819,AM,1
1790,1839,AM,1
1790,1735,AM,2
1790,1896,AM,1
1790,1876,AM,1
1790,1844,AM,1
1790,1727,AM,1
1790,1807,AM,1
1790,1827,AM,1
1790,1873,AM,1
1863,1851,BC,1
1863,1880,AM,1
1863,1801,AM,1
1863,1809,AM,1
1863,1776,AM,1
1863,1775,AM,1
1863,group,BC,1
1863,1876,BC,1
1746,1851,AM,1
1746,1875,AM,1
1746,1839,RT,1
1746,1735,AM,1
1746,group,BC,1
1800,1886,AM,1
1800,1849,AM,1
1800,1767,AM,1
1800,1767,RT,1
1800,1735,AM,1
1800,1915,RT,1
1826,1824,AM,1
1777,group,BC,2
1777,1779,AM,1
1896,group,BC,12
1896,1886,AM,1
1896,1886,RT,1
1896,1795,AM,1
1896,1849,RT,1
1896,1775,AM,1
1896,1851,AM,2
1896,1877,AM,1
1896,1776,AM,2
1896,1862,AM,1
1896,1819,AM,2
1896,1900,RT,1
1896,1806,RT,1
1896,1767,AM,4
1896,1767,RT,1
1896,1735,AM,2
1896,1918,AM,1
1896,1839,RT,1
1896,1903,AM,1
1896,1812,AM,1
1896,1736,AM,1
1896,1736,RT,1
1896,1904,AM,1
1896,1741,AM,1
1896,1876,AM,1
1896,1762,AM,1
1771,1824,AM,1
1847,group,BC,5
1820,1823,AM,1
1776,1886,AM,1
1776,1795,AM,1
1776,1863,AM,1
1776,1809,AM,1
1776,1735,AM,1
1776,1872,AM,1
1776,1749,AM,1
1776,1775,AM,1
1776,1730,AM,1
1776,@zigersnead,AM,1
1776,1880,AM,1
1776,1911,AM,1
1776,1767,AM,2
1851,1774,AM,1
1851,1774,RT,1
1851,1767,AM,1
1851,1767,RT,1
1851,group,BC,9
1851,1896,BC,1
1851,1828,AM,1
1851,1819,AM,1
1851,1735,AM,1
1851,1789,AM,1
1851,1917,AM,1
1851,1830,BC,1
1851,1859,BC,1
1851,1880,BC,1
1851,1835,BC,1
1851,1755,AM,2
1851,1895,AM,1
1774,1767,BC,4
1774,1767,AM,3
1774,1839,AM,1
1774,1795,AM,3
1774,1876,AM,1
1774,1828,AM,1
1774,1835,AM,1
1774,1877,AM,1
1774,1819,AM,1
1774,1735,AM,1
1774,group,BC,1
1915,1830,AM,1
1915,1790,AM,1
1915,1767,AM,2
1915,1844,AM,1
1836,1851,AM,1
1819,1869,AM,1
1819,1881,AM,2
1819,group,BC,1
1819,1767,AM,2
1819,1795,AM,1
1877,1828,RT,1
1877,1828,AM,1
1877,1830,RT,1
1877,1830,AM,1
1877,1851,AM,3
1877,1774,AM,1
1877,1767,AM,2
1877,1767,BC,1
1877,1858,BC,3
1877,1858,AM,1
1877,1775,AM,2
1877,1896,AM,3
1877,1776,AM,5
1877,1862,BC,1
1877,1862,AM,1
1877,1819,AM,2
1877,1875,AM,1
1877,1795,AM,2
1877,1884,AM,1
1877,1876,AM,1
1877,1876,BC,1
1877,1867,AM,1
1877,@zerolitter,AM,1
1877,1852,AM,1
1877,1735,AM,1
1877,1773,AM,1
1877,1839,BC,1
1877,group,BC,1
1909,1915,RT,1
1909,1767,RT,1
1909,1767,AM,4
1909,1844,RT,1
1909,1735,AM,2
1909,1782,AM,1
1830,1790,AM,1
1830,group,BC,15
1830,1865,AM,1
1830,1851,AM,3
1830,1851,BC,1
1830,1896,AM,3
1830,1738,AM,1
1830,1866,AM,1
1830,1839,BC,1
1830,1883,AM,1
1830,1913,AM,1
1830,1835,AM,1
1830,1846,AM,1
1830,1773,AM,1
1830,1858,AM,2
1828,1830,RT,1
1828,1837,BC,1
1828,1835,AM,1
1828,1896,AM,1
1828,1767,AM,1
1859,1842,AM,2
1859,1767,AM,9
1859,1767,BC,1
1859,1789,AM,1
1859,1917,AM,1
1859,1895,BC,1
1859,1895,AM,1
1859,1904,AM,1
1859,1901,AM,1
1859,1880,AM,2
1859,group,BC,3
1859,1900,AM,1
1859,1879,AM,1
1859,1790,AM,2
1859,1835,AM,2
1859,1877,AM,1
1859,1735,AM,2
1859,1773,AM,1
1859,1750,AM,1
1859,1813,AM,1
1859,1819,AM,1
1859,1795,AM,1
1859,1839,AM,1
1859,1858,BC,1
1859,1834,BC,1
1859,1878,AM,1
1859,1918,AM,1
1859,1886,AM,1
1859,1888,AM,1
1862,1735,AM,2
1862,group,BC,4
1862,1877,AM,1
1862,1858,AM,1
1862,1776,AM,1
1862,1767,AM,1
1865,1830,AM,1
1865,1851,AM,2
1865,1896,AM,2
1865,1738,AM,1
1865,1866,AM,1
1865,1793,AM,1
1834,1776,AM,1
1834,1744,AM,1
1834,1903,AM,1
1834,1773,AM,1
1834,1798,AM,1
1834,1838,AM,1
1834,1870,AM,1
1834,group,BC,2
1817,1851,BC,1
1817,1854,AM,1
1752,1767,AM,1
1752,1735,AM,1
1766,1823,RT,2
1766,1900,RT,1
1876,1851,BC,1
1876,1901,AM,1
1876,1917,AM,1
1876,1906,AM,1
1876,1858,MT,1
1876,1896,MT,1
1876,1896,RT,1
1876,1819,MT,1
1876,group,BC,5
1876,1854,AM,1
1876,1767,AM,3
1876,1777,BC,1
1876,1830,RT,1
1876,1835,RT,1
1876,1877,AM,1
1876,1839,AM,1
1876,1862,RT,1
1876,1736,RT,1
1876,1736,MT,1
1876,1732,AM,1
1876,1762,AM,1
1898,1877,AM,1
1898,1858,AM,1
1898,group,BC,1
1898,1761,AM,1
1775,group,BC,1
1775,1735,AM,1
1775,1876,AM,1
1775,1777,AM,1
1775,1877,AM,1
1775,@zerolitter,AM,2
1775,1852,AM,1
1916,1767,AM,2
1916,1801,AM,1
1916,1799,AM,1
1916,1858,AM,1
1916,1762,AM,1
1767,group,BC,24
1767,group,AM,1
1767,1906,AM,2
1767,1876,AM,3
1767,1839,AM,2
1767,1824,AM,1
1767,1818,AM,1
1767,1782,AM,1
1767,1833,RT,1
1767,1858,AM,1
1767,1762,AM,2
1767,1916,AM,1
1767,1909,RT,1
1767,1735,AM,5
1767,1834,AM,1
1767,1859,AM,1
1767,1808,AM,1
1767,1776,AM,3
1767,1797,AM,1
1767,1878,AM,3
1767,1918,AM,3
1767,1904,AM,1
1767,1888,AM,1
1767,@zigersnead,AM,2
1767,1911,AM,1
1767,1794,AM,2
1767,1856,AM,2
1767,1763,AM,1
1767,1798,AM,2
1767,1882,AM,2
1767,1890,AM,2
1767,1919,AM,1
1767,1844,AM,1
1767,1806,AM,1
1767,1915,AM,2
1767,1790,AM,1
1767,1812,AM,2
1767,1765,AM,1
1767,1726,AM,2
1767,1796,AM,2
1767,1764,AM,1
1767,1741,AM,2
1767,1905,AM,1
1767,1855,AM,1
1845,1854,AM,1
1845,1735,RT,1
1748,group,BC,3
1756,1851,AM,1
1756,1859,AM,1
1849,1760,AM,1
1849,1888,AM,1
1849,1872,AM,1
1849,group,BC,1
1760,group,BC,6
1760,1888,AM,1
1760,1872,AM,2
1760,1849,AM,2
1760,1906,AM,1
1760,1859,AM,1
1760,1877,AM,1
1760,1862,AM,1
1760,1776,AM,1
1770,1906,AM,1
1770,1797,RT,1
1770,1875,RT,1
1770,1833,RT,1
1770,1740,RT,1
1770,1739,RT,1
1770,1913,RT,1
1770,1769,RT,1
1906,group,BC,5
1906,1767,AM,1
1786,group,BC,3
1786,1906,AM,1
1786,1767,AM,1
1786,1735,AM,1
1831,1797,RT,1
1831,1875,RT,1
1831,1833,RT,1
1831,1740,RT,1
1831,1739,RT,1
1831,1913,RT,1
1831,1769,RT,1
1783,1859,AM,1
1783,1880,AM,1
1803,1767,RT,2
1812,1767,RT,2
1812,1767,AM,3
1812,group,BC,1
1812,1765,AM,1
1747,group,BC,1
1784,1767,AM,3
1784,1880,AM,2
1784,1911,AM,2
1784,1823,AM,1
1773,1839,AM,1
1773,1839,RT,1
1773,1767,RT,1
1773,group,BC,2
1768,group,BC,1
1768,1819,AM,1
1768,1795,AM,1
1823,1900,AM,1
@zigersnead,1776,AM,1
@zigersnead,1767,AM,2
@zigersnead,group,BC,1
1810,1761,AM,1
1810,group,BC,1
@zerolitter,1775,AM,1
1852,1775,AM,1
1852,@zerolitter,AM,1
1730,1857,BC,1
1730,1776,AM,1
1730,1779,BC,1
1730,group,BC,1
1811,1744,AM,1
1781,1806,BC,1
1781,group,BC,1
1814,1760,AM,1
1814,1830,AM,1
1814,1877,AM,1
1814,1862,AM,1
1814,1776,AM,1
1742,group,BC,1
1893,1767,AM,1
1893,1735,AM,1
1833,1767,AM,1
1833,group,BC,2
1918,1777,AM,1
1918,1779,AM,1
1841,1830,AM,1
1841,1773,AM,1
1841,1735,AM,1
1841,1767,AM,5
1841,1767,RT,1
1841,1880,AM,1
1841,1779,AM,2
1841,1908,RT,1
1841,1844,RT,1
1757,1735,AM,1
1757,1918,AM,1
1732,1819,AM,1
1732,1767,AM,1
1732,group,BC,2
1772,group,BC,2
1772,1834,BC,1
1772,1767,AM,1
1813,1819,AM,1
1813,1767,AM,1
1897,1735,AM,1
1878,group,BC,4
1878,1767,AM,1
1878,1767,BC,1
1878,1918,AM,1
1753,group,BC,1
1729,group,BC,2
1791,group,BC,1
1829,1767,AM,2
1829,1735,AM,1
1821,1767,AM,1
1891,group,BC,1
1850,1767,AM,1
1782,1767,AM,1
1782,1767,BC,1
1868,1730,AM,1
1868,1776,AM,1
1733,group,BC,1
1736,1797,AM,1
1736,1876,AM,1
1736,1896,AM,2
1736,1735,AM,1
1736,1735,RT,1
1736,1767,AM,1
1736,1767,RT,1
1736,group,BC,1
1822,group,BC,1
1914,1896,AM,1
1816,group,BC,1
1890,1767,AM,3
1890,1919,AM,1
1890,1894,AM,1
1907,1790,RT,1
1907,1727,RT,1
1902,1779,AM,1
1902,1767,AM,1
1917,1779,AM,1
1917,1767,AM,1
1917,group,BC,1
1743,1779,AM,1
1743,1767,AM,1
1727,group,AM,1
1798,1767,RT,1
1798,1767,AM,1
1798,1806,RT,1
1798,1890,AM,1
1908,1767,AM,1
1908,1844,AM,1
1805,1890,RT,2
1805,1767,RT,1
1855,1767,AM,1
1855,1918,AM,2
1894,1890,BC,1
1894,1890,RT,2
1894,1767,RT,1
1899,1767,AM,1
1899,1905,AM,1
1765,1767,AM,1
